UniversityID,Country,State/Province,BuildingID,BuildingName,Size,Type,BuiltYear,FCI (facility condition index),CRV (current replacement value),DMC (deferred maintenance cost),SystemCode,SystemDescription,SubsystemCode,SubsystemDescription,DescriptiveCode,ComponentDescription,WOID,WODescription,WOPriority,WOStartDate,WOEndDate,WODuration,PPM/UPM,LaborCost,MaterialCost,OtherCost,TotalCost,LaborHours,MinTemp.(°C),MaxTemp.(°C),Atmospheric pressure(hPa),Humidity(%),WindSpeed(m/s),WindDegree,Precipitation(mm),Snow(mm),Cloudness(%)
11,USA,Oklahoma,59,ENGINEERING NORTH,,,1964.0,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,19-0314830,NORTHEAST EXTERIOR DOORS THE MULLIONS WAS IMPROPERLY INSTALLED BACK WITH MOST OF THE SCREWS MOST OF THE WAY OUT CREATING A POSSIBILITY OF FALLING OUT. ALSO THE TRIM ON THE NORTH SIDE IS LOOSE.,,2018-07-25,,,UPM,18.74,0.0,,18.74,0.5,26.512499999999992,28.624583333333337,1018.5416666666666,57.125,1.5325000000000004,,0.0,0.0,
11,USA,Oklahoma,CAMPUS GROUNDS,CAMPUS WIDE GROUNDS,,,,,,,E10,Equipment,E1030,Vehicular Equipment,E1030VEH,General Vehicular Equipment,17-0222894,"LANDSCAPE SERVICES-SHOP SUPPORT SERVICES: JOHN DEERE TRACTOR 00665, BOX BLADE LEVER NOT ENGAGING. TURN SIGNAL LIGHTS REVERSED.",,2016-11-04,,,PPM,235.69,75.87,,311.56,6.5,15.841249999999995,17.534583333333327,1027.9166666666667,80.08333333333333,2.8266666666666675,,0.0,0.0,
3,USA,Alaska,FS310,,,,,,,,D30,HVAC,D3040,Distribution Systems,D3040FAN,Fan ,UAF19-0031549,"STANDBY: LIBRARY: 203 RHC ALARM_x000D_
REMOTE LOGIN AND CHECK TEC, FAN CHWP ETC_x000D_
NO COMPLETION NEEDED",2-URGENT,2019-05-24 08:22:17.643,,,UPM,79.0,0.0,0.0,79.0,1.0,11.952916666666669,15.289583333333333,1015.875,67.25,3.0225000000000004,149.58333333333334,3.0900000000000003,0.0,81.66666666666667
3,USA,Alaska,FS777,,,,,,,,D30,HVAC,D3050,Terminal & Package Units,D3050UNH,Unit Heater,UAF13-0010798,"STANDBY: MACLEAN 777: REPAIR NO HEAT OR HOT WATER_x000D_
_x000D_
COMPLETION NEEDED.",4-PLANNED,2012-10-15 11:25:50.867,,,PPM,266.0,0.0,0.0,266.0,3.5,-5.715,-3.604583333333334,989.5416666666666,72.66666666666667,2.0141666666666667,290.4166666666667,0.0,1.46,88.125
11,USA,Oklahoma,110,OKLAHOMA ANIMAL DISEASE DIAGNOSTIC LABORATORY,,,1974.0,,,,D50,Electrical,D5030,Communications & Security,D5030REA,"Card Reader, Keypad",19-0329041,"THE CARD ACCESS SWIPE IS NOT WORKING ON THE SOUTH SIDE OF OADDL.  WE CLEANED IT, IT'S STILL NOT WORKING.\ ASSIGN KEY SHOP",,2018-10-04,,,UPM,28.1,0.0,,28.1,0.75,22.906666666666656,27.029166666666665,1014.5833333333334,73.625,4.857083333333333,,19.169999999999995,0.0,
11,USA,Oklahoma,38,BENNETT HALL,,,1948.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020OCS,Occupancy Sensors,18-0253929,BEN-E142B BEN-E142: URGENT: LIGHT OVER SHOWER APPEARS TO BE FALLING FROM CEILING. DRYWALL CRACKING. RESIDENT HAS EMOTIONAL SUPPORT ANIMAL WHICH MAY BARK. D.C.D. 6/29,,2017-06-26,,,UPM,0.0,0.0,,0.0,0.0,23.816666666666663,25.557500000000005,1021.375,56.25,2.958333333333333,,0.4,0.0,
11,USA,Oklahoma,261,BOOKER-STINCHCOMB HALL,,,2003.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020CFL,"Compact Fluorescent Lighting Fixture, Ballast",17-0243381,STNCH-241A STNCH-241: URGENT:  REPLACE THE BURNT OUT LIGHT BULB IN THE BATHROOM.  DO NOT HAVE CORRECT LIGHT BULB.  REFER TO PPS D.C.D. 4/20,,2017-04-17,,,UPM,91.08,20.54,,111.62,2.5,17.810000000000002,20.20833333333333,1017.2083333333334,81.54166666666667,2.412083333333334,,10.679999999999998,0.0,
11,USA,Oklahoma,28,LIFE SCIENCES EAST,,,1938.0,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,19-0351026,0028LSE - THE FIRE DOOR INTO 317 LSE IS NOT CLOSING PROPERLY. PLEASE SEND SOMEONE AND TALK TO CONNIE OR TERESA.,,2019-03-14,,,UPM,28.1,0.0,,28.1,0.75,10.322083333333332,12.1125,993.8333333333334,47.458333333333336,9.277916666666664,,0.0,0.0,
2,USA,California,82,,,,,,,,E10,Equipment,E1030,Vehicular Equipment,E1030VEH,General Vehicular Equipment,TRNSGRD18116296,MTR POOL: ROAD CALL,4-ROUTINE,2018-08-07 09:06:00,,0.0,PPM,71.34,99.81,,171.15,1.23,26.648333333333337,30.7475,1008.5,44.583333333333336,2.7145833333333336,133.91666666666666,0.0,0.0,2.583333333333333
2,USA,California,300,,,,,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020FLE,"Flood Light, Exterior",1300CDV18088443,"ELECTRIC: LIGHT ISSUE-CEILING, HOOD, EMERGENCY/EXIT",4-ROUTINE,2018-02-12 08:16:00,,0.0,UPM,365.7,62.98,,428.68,6.9,11.677916666666665,15.384583333333332,1010.75,60.333333333333336,3.299166666666667,146.04166666666666,0.0,0.0,44.91666666666666
11,USA,Oklahoma,41,NORTH CLASSROOM,,,2009.0,,,,D40,Fire Protection,D4010,Sprinklers,D4010FAC,Fire Alarm Control Panel,17-0239136,"041 NORTH CLASSROOM, CONDUCT ANNUAL FIRE ALARM TEST, 10:20",,2017-03-17,,,PPM,51.73,0.0,,51.73,1.25,17.514166666666668,20.8375,1015.4583333333334,75.75,4.252499999999999,,0.0,0.0,
11,USA,Oklahoma,34,STOUT HALL,,,1948.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",17-0239165,STOUT HALL 0034 AIR HANDLERS [STOUT HALL] AH AIR HANDLER 46 ROOM 167 PROPERTY 0034 STOUT HALL,,2017-03-17,,,PPM,18.22,0.0,,18.22,0.5,17.514166666666668,20.8375,1015.4583333333334,75.75,4.252499999999999,,0.0,0.0,
11,USA,Oklahoma,51,PHYSICAL SCIENCES,,,1958.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020FLF,Fluorescent Lighting Fixture,17-0237458,ONE OF THE LIGHTS IN THE KITCHEN AREA WENT OUT. THIS WAS ONE OF THE LIGHTS THAT WAS FIXED THIS MORNING AFTER THE FLOOD.,,2017-03-02,,,PPM,47.95,0.0,,47.95,1.25,5.388750000000001,7.816249999999999,1028.2083333333333,45.708333333333336,2.8162500000000006,,0.0,0.0,
11,USA,Oklahoma,31,WILLARD,,,1939.0,,,,D30,HVAC,D3050,Terminal & Package Units,D3050FCU,Fan Coil Unit,20-0395404,WILLARD 0031 FAN COIL UNIT [WILLARD] FCU FAN COIL UNIT FCU 407 PROPERTY 0031 WILLARD 400E,,2019-11-22,,,PPM,21.1,0.0,,21.1,0.5,3.497499999999999,4.9662500000000005,1013.7916666666666,79.16666666666667,4.9291666666666645,,4.700000000000001,0.0,
11,USA,Oklahoma,31,WILLARD,,,1939.0,,,,B30,Roofing,B3010,Roof Converings,B3010COR,Concrete Roof,20-0388234,BLDG 31 ROOM 416  REPAIR ROOF LEAK,,2019-10-09,,,UPM,74.46,6.0,,80.46,2.0,16.40375,19.65791666666666,1004.375,61.833333333333336,5.731666666666668,,12.31,0.0,
3,USA,Alaska,FS312,,,,,,,,D50,Electrical,D5010,Electrical Service & Distribution,D5010PPB,Power Panel Board,UAF12-0017377,MUSIC RM 300U1: REPLACE BATTERY ON EPS 1,3-EXPEDITED,2012-01-26,,,PPM,0.0,0.0,0.0,0.0,0.0,-28.75416666666668,-24.751666666666665,1003.75,63.54166666666666,1.8833333333333333,218.3333333333333,0.0,0.0,85.41666666666667
3,USA,Alaska,FS733,,,,,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010TWB,Toilet & Wash Basin,UAF07-0011926,8TH FLR RESTRM: TOILET OVERFLOWING,1-EMERGENCY,2006-11-15,,,PPM,67.0,0.0,0.0,67.0,1.0,-26.881249999999994,-24.19333333333334,1009.5833333333334,72.08333333333333,3.266666666666666,110.0,0.0,0.0,65.0
11,USA,Oklahoma,140,DEMAREE APARTMENTS - UNIT S-41,,,1962.0,,,,D30,HVAC,D3020,Heat Generation Systems,D3020FUR,"Furnace, Gas/Oil/Electric",18-0301607,DEMAREE APARTMENTS - UNIT S-41 0140 FURNACE QUARTERLY [DEMAREE APARTMENTS - UNIT S-41] FURNACE APT. 204 DEMAREE APARTMENTS - UNIT S-41,,2018-05-11,,,PPM,7.68,0.0,,7.68,0.2,23.56708333333334,25.778333333333325,1008.4583333333334,55.0,8.33666666666667,,0.0,0.0,
3,USA,Alaska,FS306,,,,,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010ESS,Emergency Shower Station,UAF20-0015856,DUCKERING ROOM 340: INSTALL EMERGENCY EYEWASH.,4-PLANNED,2020-01-03 11:43:12.700,,,PPM,2301.0,1177.69,0.0,3478.69,29.5,-28.81833333333334,-18.31416666666667,1004.4166666666666,78.45833333333333,0.0625,8.75,0.0,0.0,66.25
3,USA,Alaska,FS903,,,,,,,,C30,Interior Finishes,C3010,Wall Finishes,C3010SHE,"Sheetrock, Stippled/Unstippled",UAF11-0020018,CENTRAL STAIRWELL: INSPECT TO PAINT,3-EXPEDITED,2011-03-07,,,PPM,3321.0,137.66,0.0,3458.66,41.0,-19.13666666666668,-12.95375,1019.5833333333334,70.45833333333333,0.15,7.5,0.0,0.0,16.166666666666668
11,USA,Oklahoma,66,KERR-DRUMMOND CAFETERIA,,,1966.0,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,15-0143290,KDMEZZ RHONDA STATES THAT THE LAST STALL IN THE WOMEN'S RESTROOM IS LOCKED FROM THE OUTSIDE. ROUTINE 5-6-2015,,2015-05-05,,,PPM,144.86,0.0,,144.86,4.5,18.829166666666666,21.419166666666666,1016.5,64.91666666666667,5.5125,,3.29,0.0,
11,USA,Oklahoma,186,STEVENS APARTMENTS - UNIT S-74,,,1964.0,,,,D30,HVAC,D3050,Terminal & Package Units,D3050ACO,Air Conditioner,17-0213473,074-006A 74-6: URGENT: A/C IS DRIPPING AND MAKING A PUDDLE. PLEASE INSTALL DRIP LINE. D.C.D. 9/9,,2016-09-02,,,UPM,36.43,0.0,,36.43,1.0,22.316666666666663,24.205,1019.2083333333334,69.375,3.165416666666667,,0.18,0.0,
11,USA,Oklahoma,69,NOBLE RESEARCH CENTER,,,1988.0,,,,D30,HVAC,D3040,Distribution Systems,D3040EXH,Exhaust Fan,18-0272853,NOBLE CENTER A WING 0069 EXHAUST FANS/SUPPLY FANS/RETURN FAN [NOBLE RESEARCH CENTER] EF EXHAUST FAN EF 14 PROPERTY 0069 NOBLE RESEARCH CENTER ARFE,,2017-10-13,,,PPM,20.42,0.0,,20.42,0.5,22.892916666666665,25.185416666666665,1015.2083333333334,64.04166666666667,4.636666666666667,,0.0,0.0,
11,USA,Oklahoma,47,ROBERT M. KERR FOOD & AGRICULTURAL PRODUCTS CENTER,,,1997.0,,,,D10,Conveying,D1010,Elevators & Lifts,D1010ELH,Elevator Hydraulic,19-0354394,CT-MEP LIFE SAFETY HYDRAULIC ELEVATOR MONTHLY INSPECTION [ROBERT M. KERR FOOD & AGRICULTURAL PRODUCTS CENTER] ELEV (FAPC) 0047 ROBERT M. KERR FOOD & AGRICULTURAL PRODUCTS CENTER 100H E30484 HYDRAULIC,,2019-04-05,,,PPM,22.31,0.0,,22.31,0.5,14.195416666666668,17.264583333333334,1007.2916666666666,75.58333333333333,2.4516666666666675,,0.0,0.0,
11,USA,Oklahoma,70,WES WATKINS CENTER FOR INTERNATIONAL TRADE DEVELOPMENT,,,1990.0,,,,D30,HVAC,D3040,Distribution Systems,D3040EXH,Exhaust Fan,18-0293819,CITD 0070 EXHAUST FANS\SUPPLY FAN\RETURN FAN [WES WATKINS CENTER FOR INTERNATIONAL TRADE DEVELOPMENT] RF RETURN FAN 04 PROPERTY 0070 WEST WATKINS CENTER FOR INTERNATIONAL TRADE DEVELOPVENT ATNW,,2018-03-16,,,PPM,20.42,0.0,,20.42,0.5,18.899166666666662,20.427916666666672,1004.0416666666666,44.04166666666666,7.518333333333332,,0.0,0.0,
3,USA,Alaska,FS903,,,,,,,,D30,HVAC,D3050,Terminal & Package Units,D3050ACO,Air Conditioner,UAF13-0024494,LIEBERT AC W/GLYCOL -REFR- 4X/YR,4-PLANNED,2013-04-01 08:28:06.917,,,PPM,38.0,0.0,0.0,38.0,0.5,-3.7375,2.4566666666666666,1019.8333333333334,78.58333333333333,0.385,33.333333333333336,0.3399999999999999,1.2400000000000002,83.125
11,USA,Oklahoma,264,UNIVERSITY COMMONS WEST,,,2015.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AFT,Air Filters,18-0279658,UNIVERSITY COMMONS WEST 0264 AIR HANDLER FILTER CHANGE MONTHLY [UNIVERSITY COMMONS WEST] AIR HANDLER 601B PROPERTY 0264 UNIVERSITY COMMONS WEST 601 SERVES NW ATTIC,,2017-12-01,,,PPM,3.84,0.0,,3.84,0.1,6.955416666666667,10.205000000000002,1021.75,65.375,2.543333333333334,,0.0,0.0,
11,USA,Oklahoma,21,BOONE PICKENS STADIUM,,,1941.0,,,,D30,HVAC,D3020,Heat Generation Systems,D3020CRP,"Circulation Pump, Hot Water",19-0344701,DISTRIBUTION CONDENSATE PUMPS SEMI-ANNUAL INSPECTION [BOONE PICKENS STADIUM] WEST STADIUM CONDENSATE PUMP # 4,,2019-01-30,,,PPM,13.22,0.0,,13.22,0.5,-3.584166666666668,-1.132083333333333,1018.125,50.5,3.6945833333333327,,0.0,0.0,
11,USA,Oklahoma,89,MATH SCIENCES,,,1968.0,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010TWB,Toilet & Wash Basin,19-0337824,MATH SCIENCES BASEMENT WOMEN'S RESTROOM TOILET IS SLOW TO DRAIN/NOT DRAINING. MEN'S RESTROOM SINK IS SLOW TO DRAIN.,,2018-12-05,,,UPM,0.0,0.0,,0.0,0.0,0.4599999999999999,2.303333333333333,1027.0,69.04166666666667,2.356666666666667,,0.0,0.0,
11,USA,Oklahoma,264,UNIVERSITY COMMONS WEST,,,2015.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",20-0414854,UNIVERSITY COMMONS WEST 0264 AIR HANDLERS [UNIVERSITY COMMONS WEST] AIR HANDLER WEST COMMS 0264 ROOM 137,,2020-04-30,,,PPM,0.0,0.0,,0.0,0.0,15.048333333333336,17.959999999999997,1007.8333333333334,53.875,2.145833333333333,,0.0,0.0,
11,USA,Oklahoma,34,STOUT HALL,,,1948.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",17-0239229,STOUT HALL 0034 AIR HANDLERS [STOUT HALL] AH AIR HANDLER 221 ROOM 443 PROPERTY 0034 STOUT HALL,,2017-03-17,,,PPM,18.22,0.0,,18.22,0.5,17.514166666666668,20.8375,1015.4583333333334,75.75,4.252499999999999,,0.0,0.0,
3,USA,Alaska,FV099,,,,,,,,E10,Equipment,E1030,Vehicular Equipment,E1030VEH,General Vehicular Equipment,UAF19-0020319,E1193:  R&R STARTER - GROUNDS - HD,4-PLANNED,2019-02-08 08:34:11.063,,,PPM,372.0,675.15,0.0,1047.15,4.0,-11.93125,-3.481666666666667,1025.75,83.66666666666667,0.51375,26.666666666666668,0.0,0.0,75.0
11,USA,Oklahoma,110,OKLAHOMA ANIMAL DISEASE DIAGNOSTIC LABORATORY,,,1974.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020WDS,"Wiring Device, Switch",21-0421316,ELECTRICAL DISTRIBUTION LOAD BREAK AND SWITCH ANNUAL JULY [OKLAHOMA ANIMAL DISEASE DIAGNOSTIC LABORATORY] SWITCH E310-S01 (OKLAHOMA ANIMAL DISEASE DIAGNOSTIC LABORATORY 110),,2020-06-30,,,PPM,125.88,0.0,,125.88,4.0,28.41958333333333,30.922916666666666,1004.8333333333334,66.875,8.475000000000003,,0.48,0.0,
3,USA,Alaska,FS916,,,,,,,,D40,Fire Protection,D4010,Sprinklers,D4010FAC,Fire Alarm Control Panel,UAF19-0005850,KODIAK KSMSC FIRE ALARM TESTING ANN,4-PLANNED,2018-09-04 10:14:59.623,,,PPM,0.0,520.0,0.0,520.0,0.0,9.392499999999998,10.683750000000002,1023.4583333333334,79.29166666666667,2.6583333333333337,214.5833333333333,0.5,0.0,83.125
11,USA,Oklahoma,126,VILLAGE SUITES C AND D,,,2006.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",18-0258798,VILLAGE C 0126 AIR HANDLERS [VILLAGE SUITES C AND D] AH AIR HANDLER C324 PROPERTY 0126 HOUSING - JPI PHASE 1 BUILDING 3,,2017-07-28,,,PPM,19.21,0.0,,19.21,0.5,26.54833333333333,29.538750000000004,1013.2083333333334,71.79166666666667,3.2312500000000006,,2.61,0.0,
3,USA,Alaska,FS405,,,,,,,,D50,Electrical,D5010,Electrical Service & Distribution,D5010PPB,Power Panel Board,UAF12-0027412,MCINTOSH EPS QUARTERLY,3-EXPEDITED,2012-05-07,,,PPM,0.0,0.0,0.0,0.0,0.0,5.962916666666668,10.650833333333331,1005.5833333333334,52.16666666666666,0.3208333333333333,57.91666666666666,0.12,0.0,69.79166666666667
3,USA,Alaska,FS803,,,,,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020WDS,"Wiring Device, Switch",UAF12-0020449,RM 118: INSTALL OFF SWITCH ON AIR INTAKE,3-EXPEDITED,2012-03-02,,,PPM,2855.25,2687.13,0.0,5542.38,35.25,-21.1525,-16.85333333333333,999.125,59.583333333333336,3.7083333333333335,48.75,0.0,0.0,46.04166666666666
11,USA,Oklahoma,192,STEVENS APARTMENTS - UNIT S-71,,,1964.0,,,,E10,Equipment,E1010,Commercial Equipment,E1010APP,Appliances,20-0393629,71-006: DELIVERY AND DROP OFF OF APPLIANCES,,2019-11-12,,,PPM,21.37,0.0,,21.37,0.5,-5.940416666666665,-4.116249999999998,1030.5,52.333333333333336,3.4054166666666656,,0.0,0.0,
11,USA,Oklahoma,34,STOUT HALL,,,1948.0,,,,D30,HVAC,D3050,Terminal & Package Units,D3050UNH,Unit Heater,21-0440289,STOUT HALL 0034 UNIT HEATER [STOUT HALL] UNIT HEATER 01  ROOM 000N BASEMENT FLOOR PROPERTY 0034 STOUT HALL,,2020-11-06,,,PPM,31.77,0.0,,31.77,0.75,14.73666666666667,18.03,1019.5833333333334,78.16666666666667,3.0000000000000004,,0.0,0.0,
11,USA,Oklahoma,283,COWBOY MALL,,,2001.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",17-0225378,COWBOY MALL 0283 AIR HANDLER [COWBOY MALL] AIR HANDLER 22 PROPERTY 0283 COWBOY MALL OSRF,,2016-11-28,,,PPM,19.18,0.0,,19.18,0.5,13.502083333333331,16.364166666666666,995.9583333333334,63.375,6.527499999999999,,0.0,0.0,
3,USA,Alaska,FS916,,,,,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",UAF19-0005813,KODIAK KSMSC AIR HANDLER - ANNUAL,4-PLANNED,2018-09-04 10:14:47.890,,,PPM,0.0,240.0,0.0,240.0,0.0,9.392499999999998,10.683750000000002,1023.4583333333334,79.29166666666667,2.6583333333333337,214.5833333333333,0.5,0.0,83.125
11,USA,Oklahoma,141,DEMAREE APARTMENTS - UNIT S-40,,,1962.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020REC,Receptacle,16-0199026,"040-001 FGSH CHECK OUT:   REPLACE COVER PLATES AS NEEDED. CHECK FOR LOOSE RECEPTACLES, CHECK AND REPLACE BULBS AS NEEDED. REPLACE SMOKE DETECTOR BATTERIES, REPLACE RANGE HOOD FILTER, REPLACE THERMOSTAT BATTERIES (IF PRESENT)",,2016-06-23,,,PPM,83.58,0.0,,83.58,2.0,28.55333333333333,31.73166666666667,1014.25,60.583333333333336,5.066666666666666,,0.0,0.0,
11,USA,Oklahoma,69,NOBLE RESEARCH CENTER,,,1988.0,,,,E20,Furnishings,E2010,Fixed Furnishings,E2010FFU,General Fixed Furnishings,21-0456351,CUT OUT THE CABINETS FOR WE CAN FIX THE BAD WATER LINE,,2021-03-23,,,PPM,892.44,5.45,,897.89,20.25,10.041666666666666,11.957916666666668,1000.5416666666666,82.79166666666667,7.242916666666666,,21.84,0.0,
11,USA,Oklahoma,182,STEVENS APARTMENTS - UNIT S-90,,,1964.0,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010TWB,Toilet & Wash Basin,15-0135408,90-1- TOILET IS CLOGGED. DESIRED COMPLETION DATE: 3/3/15,,2015-03-03,,,UPM,16.1,0.0,,16.1,0.5,4.88625,7.327083333333332,1013.9166666666666,78.5,6.145833333333333,,0.0,0.0,
3,USA,Alaska,FS754,,,,,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,UAF18-0014502,754H HESS VILLAGE: ARCTIC ENTRY DOOR NEEDS TO BE TRIMMED TO CLOSE PROPERLY.,3-EXPEDITED,2017-12-13 16:40:08.923,,,UPM,316.0,0.0,0.0,316.0,4.0,-3.619583333333333,4.272083333333333,1006.9583333333334,73.95833333333333,2.036666666666667,23.75,0.0,0.0,67.70833333333333
3,USA,Alaska,FS731,,,,,,,,E10,Equipment,E1010,Commercial Equipment,E1010APP,Appliances,UAF20-0002662,SKARLAND STEAM DRYERS - 3X/YR,4-PLANNED,2019-08-01 13:27:59.093,,,PPM,156.0,0.0,0.0,156.0,2.0,14.034166666666666,17.357083333333335,1006.75,77.58333333333333,2.695833333333334,170.0,9.88,0.0,83.75
11,USA,Oklahoma,73,INSTITUTE FOR TEACHING AND LEARNING EXCELLENCE,,,1983.0,,,,D20,Plumbing,D2030,Sanitary Waste,D2030FLD,Floor Drain,16-0153579,ITLE 200 FLOOR DRAIN IS BACKING UP.,,2015-07-13,,,UPM,36.39,0.0,,36.39,1.0,28.21208333333334,30.27458333333334,1011.4583333333334,65.95833333333333,4.779166666666668,,0.0,0.0,
11,USA,Oklahoma,254,BOST HALL,,,2001.0,,,,C30,Interior Finishes,C3020,Floor Finishes,C3020CNY,Carpet Nylon,16-0154288,"201C/D SIDE-  THE CARPET IN THE C AND D BEDROOM NEED TO BE REPLACED WITH GORILLA GLUE CARPET SQUARES, QUARTER TURN. DESIRED DUE DATE OF AUGUST 7, 2015. NORMAL PRIORITY. APPROVED BY SEB. REFER TO ZONE 4. PPS",,2015-07-16,,,PPM,0.0,0.0,,0.0,0.0,27.52916666666665,30.092500000000005,1011.9166666666666,63.375,4.904166666666668,,0.0,0.0,
11,USA,Oklahoma,166,WILLIAMS APARTMENTS - UNIT N-14,,,1957.0,,,,D30,HVAC,D3020,Heat Generation Systems,D3020FUR,"Furnace, Gas/Oil/Electric",19-0333393,WILLIAMS APARTMENTS - UNIT N-14 0166 FURNACE QUARTERLY [WILLIAMS APARTMENTS - UNIT N-14] FURNACE APT. 202 WILLIAMS APARTMENTS - UNIT N-14 202,,2018-11-01,,,PPM,19.44,0.0,,19.44,0.5,9.991666666666667,12.168333333333337,1013.5,59.833333333333336,2.391666666666667,,2.28,0.0,
11,USA,Oklahoma,3,BARTLETT CENTER FOR THE VISUAL ARTS,,,1910.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020CFL,"Compact Fluorescent Lighting Fixture, Ballast",19-0357176,LIGHT BULB OUTSIDE SOUTHEAST DOOR NEEDS TO BE REPLACED.,,2019-04-26,,,UPM,60.93,0.0,,60.93,1.5,15.607916666666668,18.10708333333333,1007.75,61.125,2.7412500000000004,,0.0,0.0,
11,USA,Oklahoma,126,VILLAGE SUITES C AND D,,,2006.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",18-0286623,VILLAGE C 0126 AIR HANDLERS [VILLAGE SUITES C AND D] AH AIR HANDLER C414 PROPERTY 0126 HOUSING - JPI PHASE 1 BUILDING 3,,2018-01-26,,,PPM,9.6,0.0,,9.6,0.25,11.425416666666669,13.482499999999996,1018.4166666666666,50.16666666666666,8.310000000000002,,1.23,0.0,
2,USA,California,16,,,,,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,ANNBERG18126959,"LOCK: ISSUE WITH KNOB, LOCK, LATCH, CLOSURE",4-ROUTINE,2018-10-16 13:58:00,,0.0,UPM,48.0,0.0,,48.0,1.0,16.468750000000004,21.31458333333333,1016.6666666666666,17.916666666666668,2.713750000000001,109.625,0.0,0.0,1.0
11,USA,Oklahoma,3,BARTLETT CENTER FOR THE VISUAL ARTS,,,1910.0,,,,D20,Plumbing,D2020,Domestic Water Distribution,D2020PAF,Pipe & Fittings,16-0152475,SCOTT (405)3851606 WHO WORKS AT THE BARTLETT CENTER ROOM205 WATER LEAKING ACROSS FROM ROOM 206 BY THE ELEVATOR. SCOTT PUT UP CAUTION SIGNS.,,2015-07-07,,,UPM,72.79,0.0,,72.79,2.0,21.33125,23.58375,1014.9583333333334,90.29166666666669,4.0625,,24.370000000000005,0.0,
3,USA,Alaska,FAI-CAMPUSWIDE,,,,,,,,D20,Plumbing,D2020,Domestic Water Distribution,D2020HBB,Hose Bib,UAF16-0005805,CAMPUS WIDE: TURN OFF ALL HOSE BIBS FOR WINTER.,3-EXPEDITED,2015-09-01 08:21:39.230,,,UPM,1734.25,0.0,0.0,1734.25,28.25,5.293333333333332,8.142083333333334,1014.3333333333334,67.54166666666667,2.3125000000000004,187.5,0.0,0.0,62.708333333333336
11,USA,Oklahoma,60,WENTZ HALL,,,1964.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",17-0222925,WENTZ HALL 0060 AIR HANDLER [WENTZ HALL] AIR HANDLER 7 ROOM 400D FLOOR 4 PROPERTY 0060 WENTZ HALL,,2016-11-04,,,PPM,36.44,0.0,,36.44,1.0,15.841249999999995,17.534583333333327,1027.9166666666667,80.08333333333333,2.8266666666666675,,0.0,0.0,
11,USA,Oklahoma,69,NOBLE RESEARCH CENTER,,,1988.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020FLF,Fluorescent Lighting Fixture,19-0366134,0069NRC - 011 - LIGHTS ARE BURNT OUT AND NEED REPLACED.,,2019-06-19,,,PPM,142.17,0.0,,142.17,3.5,23.14,25.455833333333327,1007.2916666666666,71.125,3.0816666666666666,,7.379999999999999,0.0,
11,USA,Oklahoma,107,DAVID L BOREN VETERINARY MEDICINE TEACHING HOSPITAL,,,1981.0,,,,D30,HVAC,D3020,Heat Generation Systems,D3020PAF,Pipe & Fittings,20-0401495,REPROGRAM TRANSDUCER CHANNEL ON STEAM CONDENSATE LINE. UTILITIES DISTRIBUTION. PLEASE ASSIGN NATE NICKELS,,2020-01-13,,,PPM,84.15,0.0,,84.15,3.0,3.293333333333333,6.566666666666666,1008.2083333333334,75.79166666666667,4.6000000000000005,,0.0,0.0,
